"w","N1","N2","d","t"
0,35,27025,37230.3797393539,56.2239076345946
5,35,189560,38382.8812524522,73.0287371654023
0,35,6434,23012.1613486794,62.7205025444737
0,35,2187,2759.93122245036,17.4255682486923
0,35,680,12628.8421739114,55.989614888
0,35,64,25538.7134270637,105.6507112
3,109,1071785,277112.293974348,213.015057862529
0,109,27025,38416.4750954932,56.2102283318919
8,109,189560,39419.493762276,73.0150578625288
0,109,6434,22414.5293631977,62.7068232415789
0,109,2187,3740.638767089,16.9046393484615
0,109,680,11327.4638799118,54.000439544
0,109,64,24138.5374653035,105.6370319
23,355,1071785,277076.816887728,214.169825332414
1,355,27025,38203.7281762015,57.3649958013513
33,355,189560,39376.474065147,74.1698253324138
3,355,6434,23345.8282450364,63.8615907123684
0,355,2187,3741.71108701974,17.9775668483077
0,355,680,12265.5700679942,56.129240832
0,355,64,24931.8267594461,106.7917993
0,2,1071785,281929.62902486,244.835367706897
0,2,27025,44932.8854164754,107.418720748919
1,2,189560,44345.4634264521,104.835367706897
0,2,6434,14953.4216102891,89.6859799371053
0,2,2187,13290.8483808396,70.8283345376923
0,2,680,1146.43537128066,34.159091074
0,2,64,14359.0524692186,132.5728322
0,4,1071785,281655.035184637,217.716225456322
0,4,27025,44505.209354587,80.2995785032433
0,4,189560,44058.8399740769,77.7162254563219
0,4,6434,15629.0733211021,62.5668376873684
0,4,2187,12437.7958022727,43.2391244457692
0,4,680,1220.8366669174,16.9637540356
0,4,64,14938.2461563995,105.45369
2,36,1071785,280058.261552593,286.347239573563
0,36,27025,41129.7177924492,129.542410043243
4,36,189560,42357.3841505941,146.347239573563
0,36,6434,24561.9663377718,136.039004954211
0,36,2187,6708.79300607776,84.4428963388461
0,36,680,11626.346439617,127.47478006
0,36,64,23271.537081634,178.9692136
12,398,1071785,282883.330187939,257.519673093333
0,398,27025,45828.9956061026,120.103026137297
129,398,189560,45295.5725133558,117.519673093333
8,398,6434,15715.4414706141,102.370285333421
0,398,2187,13817.9764186096,82.1779745453846
0,398,680,418.334206243571,36.323529032
0,398,64,13544.5426878244,145.2571376
10,218,1071785,282614.423869345,223.245129340115
0,218,27025,45409.7553401403,85.8284823889189
65,218,189560,45014.995635046,83.245129340115
8,218,6434,16359.6572322031,68.0957415728947
1,218,2187,12999.5527238908,47.4905722311538
0,218,680,592.565898643118,15.8629294524
0,218,64,14157.1050719761,110.9825938
6,58,1071785,283575.254300819,226.009580577356
0,58,27025,46317.9707295658,88.5929336237838
24,58,189560,45972.7593891048,86.0095805773563
2,58,6434,17116.8106720256,70.8601928097368
0,58,2187,13610.8161504716,49.8165265407692
0,58,680,1090.03945024066,17.5216001956
0,58,64,13404.1943840766,113.7470451
10,106,1071785,282303.382794785,229.970756688851
0,106,27025,43971.2070267782,73.9517779756757
17,106,189560,44631.7155914597,89.9707566888506
0,106,6434,22215.2007829587,78.225913928421
1,106,2187,9354.42654114202,30.0093454493461
0,106,680,7636.34259127575,37.959678852
0,106,64,18824.3013788506,121.1561226
1,53,1071785,284187.389166924,269.199633136782
0,53,27025,45647.778890405,113.18065442973
7,53,189560,46506.2221182592,129.199633136782
0,53,6434,24223.3898820256,117.454790377368
0,53,2187,10953.7214664933,65.5552029265384
0,53,680,9058.89516445534,78.811985238
0,53,64,18754.3319346927,160.384999
0,1,1071785,284115.212901255,237.809411948276
0,1,27025,45424.9568496032,81.7904332378378
0,1,189560,46426.7973569064,97.8094119482759
0,1,6434,25007.9976411069,86.0645691886842
0,1,2187,10770.3243581292,36.5796141351154
0,1,680,10010.2666074883,47.421764044
0,1,64,19663.7190930374,128.9947778
0,64,1071785,295795.362648597,264.301166591954
0,64,27025,59188.5307150235,136.203890732432
3,64,189560,58254.3170144317,124.301166591954
2,64,6434,23260.0522190232,108.097408555789
0,64,2187,26944.9863360337,112.068069433462
0,64,680,13731.113332775,121.60265974
